fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
fit,206900,2757438,120.0,8.0,date,athletic,top,8,27.0,2016-03-02,32.0,0,65.0,3,2,2016,0
small,948168,1737394,135.0,8.0,work,athletic,dress,12,32.0,2015-06-04,34.0,3,66.0,6,4,2015,0
fit,947001,280734,130.0,10.0,formal affair,athletic,shift,4,37.0,2016-05-07,34.0,3,64.0,5,7,2016,1
fit,443791,145417,180.0,8.0,other,hourglass,dress,20,38.0,2015-01-08,38.0,4,74.0,1,8,2015,0
fit,383021,2223739,125.0,10.0,party,apple,top,14,25.0,2017-12-28,36.0,4,65.0,12,28,2017,1
fit,103103,721424,160.0,10.0,everyday,hourglass,dress,20,29.0,2016-03-07,36.0,4,68.0,3,7,2016,1
fit,27229,1725162,142.0,10.0,vacation,hourglass,dress,8,27.0,2017-05-22,34.0,2,65.0,5,22,2017,1
fit,564111,921642,115.0,10.0,wedding,petite,dress,4,27.0,2016-06-06,32.0,2,64.0,6,6,2016,1
fit,73760,963476,125.0,8.0,formal affair,athletic,sheath,8,47.0,2015-09-30,34.0,2,63.0,9,30,2015,0
fit,546983,1300249,124.0,10.0,work,athletic,sheath,4,32.0,2017-03-08,34.0,2,64.0,3,8,2017,1
fit,232587,197170,125.0,10.0,other,straight & narrow,dress,4,29.0,2014-09-12,32.0,2,67.0,9,12,2014,1
fit,868229,2365085,123.0,10.0,vacation,hourglass,jacket,8,33.0,2017-11-15,32.0,5,64.0,11,15,2017,1
fit,845347,2164765,115.0,10.0,party,petite,top,4,29.0,2017-05-14,34.0,2,62.0,5,14,2017,1
fit,735019,373527,120.0,8.0,work,pear,dress,4,27.0,2017-09-27,32.0,0,65.0,9,27,2017,0
fit,60038,190238,140.0,10.0,other,hourglass,dress,12,37.0,2015-04-04,38.0,3,65.0,4,4,2015,1
fit,230634,140321,140.0,10.0,wedding,athletic,gown,12,50.0,2014-02-26,34.0,2,70.0,2,26,2014,1
fit,147020,2141414,130.0,8.0,work,athletic,top,14,41.0,2015-06-16,34.0,4,64.0,6,16,2015,0
small,297985,643385,129.0,8.0,formal affair,athletic,dress,4,28.0,2017-10-18,34.0,3,65.0,10,18,2017,0
small,341039,178058,140.0,8.0,party,hourglass,dress,16,38.0,2014-03-30,36.0,3,64.0,3,30,2014,0
fit,350742,1328898,120.0,10.0,formal affair,hourglass,gown,8,44.0,2017-10-30,32.0,4,65.0,10,30,2017,1
fit,541822,1364569,135.0,8.0,work,petite,sheath,12,26.0,2016-07-18,34.0,0,62.0,7,18,2016,0
fit,64086,1330312,124.0,10.0,vacation,athletic,shift,8,50.0,2017-09-26,36.0,2,62.0,9,26,2017,1
fit,138532,209668,156.0,6.0,party,hourglass,dress,12,28.0,2016-04-20,36.0,3,64.0,4,20,2016,0
fit,98928,172914,125.0,8.0,wedding,hourglass,dress,4,29.0,2014-05-12,34.0,4,64.0,5,12,2014,0
large,157520,364862,117.0,10.0,vacation,hourglass,dress,4,27.0,2017-07-07,32.0,3,68.0,7,7,2017,1
small,299675,1023159,126.0,8.0,party,hourglass,sheath,4,32.0,2016-03-04,34.0,3,64.0,3,4,2016,0
fit,295069,1645046,130.0,10.0,wedding,petite,dress,12,31.0,2016-07-04,36.0,3,62.0,7,4,2016,1
fit,387413,537285,113.0,10.0,other,pear,dress,4,29.0,2016-03-30,32.0,2,64.0,3,30,2016,1
small,364818,943243,140.0,10.0,formal affair,hourglass,gown,20,56.0,2017-01-14,36.0,3,67.0,1,14,2017,1
small,360214,1238932,125.0,8.0,party,athletic,dress,4,29.0,2015-12-13,34.0,4,65.0,12,13,2015,0
fit,676440,1880689,133.0,8.0,formal affair,straight & narrow,gown,16,41.0,2017-06-12,34.0,3,64.0,6,12,2017,0
fit,188164,1707988,132.0,10.0,other,hourglass,dress,16,53.0,2017-08-09,36.0,4,62.0,8,9,2017,1
fit,406567,2216225,135.0,8.0,work,straight & narrow,skirt,8,27.0,2017-10-10,32.0,2,70.0,10,10,2017,0
fit,690644,1209909,147.0,6.0,wedding,straight & narrow,dress,12,34.0,2015-08-29,34.0,0,69.0,8,29,2015,0
fit,254464,125424,168.0,8.0,wedding,straight & narrow,dress,16,28.0,2014-09-23,36.0,2,69.0,9,23,2014,0
fit,20464,1295893,115.0,10.0,formal affair,hourglass,gown,1,26.0,2016-05-03,34.0,2,66.0,5,3,2016,1
fit,771467,166633,130.0,8.0,wedding,hourglass,mini,12,35.0,2014-06-06,34.0,4,62.0,6,6,2014,0
fit,495605,175496,130.0,6.0,party,apple,dress,8,45.0,2016-01-23,34.0,2,66.0,1,23,2016,0
fit,823186,1711225,145.0,10.0,formal affair,athletic,gown,12,33.0,2017-04-09,34.0,3,63.0,4,9,2017,1
large,527269,2490736,130.0,8.0,everyday,hourglass,sweater,8,31.0,2017-12-27,32.0,5,64.0,12,27,2017,0
fit,691468,797218,125.0,10.0,work,full bust,dress,8,31.0,2016-04-27,34.0,3,63.0,4,27,2016,1
large,47002,1676837,135.0,8.0,everyday,straight & narrow,dress,4,31.0,2016-03-04,36.0,0,68.0,3,4,2016,0
fit,333748,1546247,170.0,10.0,party,hourglass,sheath,24,51.0,2017-12-01,38.0,4,67.0,12,1,2017,1
small,23326,1481329,125.0,10.0,formal affair,athletic,gown,4,36.0,2017-04-04,34.0,4,60.0,4,4,2017,1
small,341107,1292293,113.0,10.0,formal affair,athletic,gown,12,27.0,2017-04-10,32.0,0,65.0,4,10,2017,1
fit,453602,999837,142.0,8.0,wedding,pear,dress,16,32.0,2016-08-22,36.0,2,66.0,8,22,2016,0
fit,261517,295362,135.0,10.0,work,athletic,dress,14,32.0,2017-11-03,34.0,4,66.0,11,3,2017,1
large,686926,1655531,145.0,10.0,other,athletic,maxi,8,32.0,2014-07-04,36.0,0,66.0,7,4,2014,1
fit,893909,2653183,120.0,6.0,vacation,straight & narrow,jumpsuit,2,32.0,2015-06-21,32.0,2,70.0,6,21,2015,0
fit,351582,800530,108.0,8.0,other,apple,dress,4,46.0,2017-11-13,32.0,5,63.0,11,13,2017,0
large,908572,1313942,120.0,8.0,party,petite,dress,4,35.0,2016-11-13,34.0,0,62.0,11,13,2016,0
fit,679250,569795,135.0,10.0,formal affair,athletic,gown,13,37.0,2017-10-01,34.0,2,67.0,10,1,2017,1
fit,717292,1904556,118.0,10.0,vacation,petite,dress,4,19.0,2016-07-26,32.0,4,63.0,7,26,2016,1
fit,418925,690330,145.0,6.0,date,hourglass,dress,20,36.0,2015-07-29,34.0,4,62.0,7,29,2015,0
fit,453234,1484078,150.0,10.0,wedding,hourglass,sheath,20,36.0,2015-12-28,34.0,5,69.0,12,28,2015,1
fit,401771,130259,135.0,8.0,wedding,full bust,dress,12,30.0,2017-09-19,34.0,4,64.0,9,19,2017,0
fit,562831,2813119,120.0,10.0,everyday,straight & narrow,jumpsuit,8,42.0,2017-05-11,32.0,2,67.0,5,11,2017,1
fit,336529,178058,135.0,10.0,date,full bust,dress,16,30.0,2015-02-23,32.0,4,70.0,2,23,2015,1
small,630850,1637348,108.0,10.0,other,straight & narrow,dress,4,26.0,2016-03-02,34.0,2,64.0,3,2,2016,1
large,344217,2354093,125.0,6.0,other,athletic,top,4,34.0,2015-07-16,32.0,4,64.0,7,16,2015,0
fit,343329,1340234,105.0,10.0,party,petite,dress,1,31.0,2017-08-07,32.0,3,60.0,8,7,2017,1
fit,69063,2396177,160.0,10.0,everyday,hourglass,romper,20,38.0,2016-11-16,36.0,4,69.0,11,16,2016,1
small,4020,890500,153.0,4.0,work,pear,shirtdress,16,33.0,2017-09-02,32.0,2,65.0,9,2,2017,0
fit,134526,2654048,124.0,8.0,party,petite,jumpsuit,8,35.0,2015-10-12,34.0,4,64.0,10,12,2015,0
fit,61589,809891,140.0,10.0,formal affair,athletic,dress,8,28.0,2017-06-03,34.0,4,68.0,6,3,2017,1
fit,967642,1754708,120.0,10.0,wedding,hourglass,dress,4,31.0,2017-07-31,32.0,2,61.0,7,31,2017,1
fit,350048,522755,122.0,10.0,wedding,petite,dress,12,28.0,2017-10-29,34.0,3,63.0,10,29,2017,1
fit,444295,721403,120.0,10.0,party,petite,dress,4,29.0,2015-07-08,32.0,2,61.0,7,8,2015,1
small,329034,1113191,180.0,4.0,formal affair,hourglass,dress,39,53.0,2015-03-27,40.0,4,65.0,3,27,2015,0
small,853789,172027,125.0,10.0,wedding,straight & narrow,dress,8,33.0,2014-08-26,32.0,2,65.0,8,26,2014,1
fit,742630,1051003,110.0,10.0,formal affair,straight & narrow,dress,4,24.0,2017-07-13,32.0,0,66.0,7,13,2017,1
small,86847,2236896,155.0,2.0,party,athletic,jumpsuit,24,40.0,2015-04-30,36.0,2,65.0,4,30,2015,0
small,896719,1483804,160.0,8.0,wedding,full bust,gown,24,29.0,2017-05-12,38.0,4,63.0,5,12,2017,0
fit,265201,293358,155.0,8.0,other,hourglass,dress,16,36.0,2016-03-19,36.0,2,65.0,3,19,2016,0
fit,886204,285225,165.0,8.0,other,full bust,dress,24,31.0,2015-02-13,38.0,4,63.0,2,13,2015,0
fit,961168,168610,125.0,8.0,wedding,hourglass,gown,3,31.0,2014-05-19,34.0,3,62.0,5,19,2014,0
large,161367,2771463,150.0,10.0,vacation,pear,romper,14,28.0,2016-06-05,34.0,2,68.0,6,5,2016,1
small,784204,515827,145.0,4.0,party,athletic,dress,12,39.0,2017-10-09,32.0,4,70.0,10,9,2017,0
fit,975196,1084380,130.0,10.0,work,hourglass,dress,4,30.0,2016-11-16,36.0,3,65.0,11,16,2016,1
fit,923809,1328587,140.0,10.0,party,athletic,sheath,12,28.0,2016-12-12,36.0,4,66.0,12,12,2016,1
small,859027,1845636,112.0,8.0,party,hourglass,dress,4,32.0,2016-11-17,32.0,3,66.0,11,17,2016,0
large,685291,1073611,140.0,8.0,wedding,hourglass,dress,16,29.0,2017-12-08,36.0,3,62.0,12,8,2017,0
small,291190,1355618,125.0,10.0,party,athletic,dress,8,30.0,2016-03-22,34.0,2,62.0,3,22,2016,1
fit,288968,840165,155.0,10.0,party,athletic,sheath,20,32.0,2015-11-25,36.0,2,67.0,11,25,2015,1
fit,428991,1231549,120.0,10.0,everyday,straight & narrow,dress,8,38.0,2017-03-02,34.0,3,68.0,3,2,2017,1
fit,383030,1687082,135.0,10.0,wedding,full bust,gown,9,30.0,2015-11-12,32.0,3,69.0,11,12,2015,1
fit,304318,1609392,176.0,10.0,party,hourglass,sheath,20,39.0,2016-02-05,36.0,4,66.0,2,5,2016,1
fit,559221,131698,120.0,8.0,formal affair,hourglass,gown,2,20.0,2014-09-25,34.0,2,70.0,9,25,2014,0
fit,299608,1714731,123.0,10.0,formal affair,athletic,gown,8,40.0,2016-02-04,34.0,3,65.0,2,4,2016,1
fit,721283,346143,125.0,10.0,wedding,hourglass,dress,16,28.0,2017-04-04,36.0,4,65.0,4,4,2017,1
fit,296406,1172052,190.0,10.0,other,apple,sheath,39,49.0,2015-08-21,36.0,2,68.0,8,21,2015,1
fit,724949,1036192,112.0,10.0,other,apple,dress,4,57.0,2017-04-21,34.0,2,64.0,4,21,2017,1
fit,554053,653960,150.0,10.0,everyday,athletic,dress,16,29.0,2017-08-02,36.0,4,62.0,8,2,2017,1
fit,612739,2201799,145.0,6.0,work,athletic,sweater,20,34.0,2017-03-17,34.0,3,64.0,3,17,2017,0
fit,838528,178058,138.0,8.0,wedding,athletic,dress,4,30.0,2014-01-08,34.0,2,67.0,1,8,2014,0
fit,18490,174086,115.0,10.0,wedding,petite,dress,4,37.0,2014-05-07,32.0,3,60.0,5,7,2014,1
small,455742,479018,100.0,10.0,wedding,petite,dress,1,31.0,2016-10-05,32.0,0,62.0,10,5,2016,1
fit,423728,1639988,138.0,10.0,everyday,apple,dress,12,34.0,2017-12-05,32.0,4,66.0,12,5,2017,1
fit,754741,550590,100.0,10.0,wedding,straight & narrow,sheath,1,29.0,2015-05-28,32.0,0,63.0,5,28,2015,1
fit,399308,125465,215.0,10.0,formal affair,hourglass,gown,24,34.0,2014-06-16,38.0,3,66.0,6,16,2014,1
fit,680202,1760942,140.0,10.0,wedding,athletic,dress,8,29.0,2016-05-16,34.0,0,68.0,5,16,2016,1
large,537064,269172,120.0,10.0,wedding,pear,sheath,4,32.0,2016-03-09,34.0,2,66.0,3,9,2016,1
large,895962,424962,130.0,10.0,wedding,pear,dress,4,27.0,2017-05-15,32.0,2,62.0,5,15,2017,1
small,524631,169961,117.0,10.0,party,athletic,sheath,8,45.0,2015-07-01,32.0,3,62.0,7,1,2015,1
fit,153909,2063202,155.0,8.0,party,hourglass,romper,14,31.0,2014-07-23,34.0,5,65.0,7,23,2014,0
small,454179,601482,130.0,10.0,party,hourglass,dress,12,33.0,2017-05-16,36.0,3,66.0,5,16,2017,1
fit,750497,2376757,130.0,10.0,everyday,hourglass,sweater,8,26.0,2016-10-11,34.0,4,62.0,10,11,2016,1
fit,697311,2704615,160.0,10.0,everyday,athletic,coat,16,30.0,2017-12-16,36.0,2,64.0,12,16,2017,1
fit,400127,1869763,123.0,10.0,wedding,hourglass,shift,4,34.0,2016-02-18,32.0,2,66.0,2,18,2016,1
fit,265250,2484937,135.0,10.0,everyday,full bust,jacket,14,36.0,2017-02-21,34.0,6,65.0,2,21,2017,1
fit,487526,2934055,107.0,10.0,everyday,petite,jacket,4,43.0,2017-04-17,32.0,3,62.0,4,17,2017,1
large,672675,1942313,115.0,10.0,formal affair,athletic,sheath,1,25.0,2016-01-14,34.0,2,64.0,1,14,2016,1
small,447940,1255726,127.0,8.0,wedding,petite,gown,16,31.0,2016-06-08,34.0,4,61.0,6,8,2016,0
fit,777615,1362593,129.0,10.0,vacation,hourglass,maxi,8,39.0,2017-06-22,34.0,4,64.0,6,22,2017,1
fit,508403,1799162,124.0,10.0,everyday,straight & narrow,dress,12,51.0,2017-07-28,36.0,4,65.0,7,28,2017,1
fit,801446,450618,110.0,10.0,wedding,petite,dress,1,27.0,2016-10-23,34.0,3,61.0,10,23,2016,1
fit,198167,1711936,185.0,8.0,other,hourglass,dress,24,25.0,2017-06-23,38.0,2,70.0,6,23,2017,0
small,377223,1611671,140.0,10.0,party,hourglass,dress,14,31.0,2017-05-31,34.0,5,67.0,5,31,2017,1
fit,11184,1229740,135.0,10.0,wedding,athletic,gown,13,32.0,2016-11-22,34.0,2,67.0,11,22,2016,1
fit,643823,141688,145.0,10.0,party,full bust,gown,16,38.0,2013-12-04,38.0,4,64.0,12,4,2013,1
small,314162,999837,125.0,10.0,other,straight & narrow,dress,8,26.0,2016-05-23,32.0,4,65.0,5,23,2016,1
fit,490118,1527946,95.0,10.0,formal affair,petite,sheath,1,40.0,2016-12-06,32.0,3,60.0,12,6,2016,1
large,39504,124553,125.0,10.0,wedding,athletic,dress,4,30.0,2014-01-15,32.0,2,64.0,1,15,2014,1
fit,182074,126335,130.0,10.0,wedding,athletic,dress,8,32.0,2016-03-23,34.0,2,65.0,3,23,2016,1
fit,160814,1628630,145.0,10.0,vacation,straight & narrow,shirtdress,14,28.0,2016-10-28,34.0,2,70.0,10,28,2016,1
large,539936,1383632,145.0,8.0,wedding,pear,dress,12,33.0,2017-05-10,32.0,5,64.0,5,10,2017,0
fit,11051,2267346,165.0,10.0,everyday,full bust,blazer,16,29.0,2016-04-26,34.0,4,70.0,4,26,2016,1
fit,783861,331370,120.0,10.0,work,straight & narrow,dress,4,23.0,2017-05-15,34.0,0,67.0,5,15,2017,1
fit,533958,124204,120.0,10.0,other,athletic,dress,4,16.0,2016-02-16,32.0,2,67.0,2,16,2016,1
small,824116,197170,150.0,10.0,vacation,hourglass,dress,16,29.0,2014-05-21,34.0,3,71.0,5,21,2014,1
fit,604386,2004376,155.0,10.0,formal affair,hourglass,jumpsuit,20,32.0,2016-11-20,32.0,3,64.0,11,20,2016,1
fit,983796,127865,132.0,8.0,formal affair,hourglass,gown,12,50.0,2015-11-09,34.0,4,65.0,11,9,2015,0
small,920438,123373,125.0,6.0,wedding,hourglass,gown,8,42.0,2014-07-05,34.0,2,66.0,7,5,2014,0
fit,57391,1881176,125.0,10.0,formal affair,athletic,gown,4,35.0,2017-09-11,34.0,0,67.0,9,11,2017,1
fit,546275,124204,165.0,8.0,party,hourglass,dress,14,37.0,2014-01-14,36.0,3,70.0,1,14,2014,0
fit,117809,2796868,124.0,8.0,everyday,hourglass,top,8,28.0,2016-05-27,32.0,4,64.0,5,27,2016,0
small,362031,1976612,102.0,8.0,date,hourglass,dress,1,48.0,2017-09-12,34.0,4,60.0,9,12,2017,0
fit,504321,148690,125.0,10.0,formal affair,petite,dress,4,29.0,2014-05-30,32.0,5,66.0,5,30,2014,1
fit,762464,617766,105.0,8.0,formal affair,petite,dress,4,43.0,2017-01-24,34.0,0,62.0,1,24,2017,0
fit,127505,1640697,118.0,10.0,everyday,full bust,dress,4,37.0,2017-05-08,32.0,4,67.0,5,8,2017,1
fit,273636,1916904,135.0,10.0,other,pear,dress,8,25.0,2016-03-15,34.0,3,65.0,3,15,2016,1
fit,733052,2107392,145.0,10.0,everyday,hourglass,down,14,30.0,2015-11-16,34.0,3,66.0,11,16,2015,1
fit,275459,1263582,120.0,10.0,party,straight & narrow,dress,8,28.0,2016-09-22,34.0,2,68.0,9,22,2016,1
small,567029,369899,126.0,8.0,everyday,straight & narrow,dress,8,25.0,2017-11-14,34.0,2,69.0,11,14,2017,0
fit,540824,1076157,130.0,10.0,wedding,hourglass,gown,9,36.0,2014-10-28,32.0,3,67.0,10,28,2014,1
fit,721095,569424,130.0,10.0,date,athletic,sheath,4,40.0,2016-09-08,34.0,3,68.0,9,8,2016,1
large,964732,603369,135.0,8.0,party,hourglass,shift,20,39.0,2016-06-16,36.0,2,61.0,6,16,2016,0
fit,484835,1164757,155.0,10.0,party,athletic,dress,14,31.0,2016-05-06,34.0,2,67.0,5,6,2016,1
fit,270418,1424454,120.0,10.0,formal affair,straight & narrow,dress,8,22.0,2014-05-04,34.0,2,66.0,5,4,2014,1
fit,944920,2492236,135.0,8.0,everyday,hourglass,top,14,46.0,2017-03-03,34.0,4,65.0,3,3,2017,0
fit,601546,507732,110.0,10.0,other,petite,dress,1,30.0,2017-05-02,32.0,2,62.0,5,2,2017,1
fit,471621,1661761,108.0,10.0,wedding,petite,gown,0,27.0,2017-05-15,32.0,2,61.0,5,15,2017,1
fit,59614,1160073,128.0,8.0,everyday,petite,shift,12,57.0,2017-01-26,34.0,0,60.0,1,26,2017,0
fit,681552,2854917,136.0,10.0,other,athletic,romper,8,42.0,2015-12-28,34.0,2,63.0,12,28,2015,1
fit,333251,1679420,135.0,8.0,work,hourglass,sheath,8,28.0,2016-01-31,34.0,2,66.0,1,31,2016,0
fit,362031,2226744,102.0,10.0,everyday,hourglass,jacket,4,48.0,2017-08-25,34.0,4,60.0,8,25,2017,1
small,806970,136110,158.0,8.0,wedding,pear,dress,24,28.0,2017-11-06,30.0,5,67.0,11,6,2017,0
large,728072,126335,145.0,8.0,party,athletic,dress,12,34.0,2013-12-09,34.0,2,68.0,12,9,2013,0
fit,73760,1872602,125.0,10.0,other,athletic,dress,8,47.0,2017-07-08,34.0,2,63.0,7,8,2017,1
small,786594,555308,115.0,10.0,wedding,athletic,dress,4,33.0,2016-11-14,32.0,2,62.0,11,14,2016,1
fit,43332,2059409,117.0,10.0,date,petite,jumpsuit,8,27.0,2017-05-22,34.0,4,63.0,5,22,2017,1
fit,409857,1252187,163.0,10.0,party,hourglass,sheath,26,42.0,2017-06-06,38.0,3,64.0,6,6,2017,1
fit,376450,2661998,150.0,10.0,everyday,athletic,coat,20,31.0,2016-11-09,36.0,3,69.0,11,9,2016,1
fit,42997,1459539,130.0,10.0,work,hourglass,dress,4,28.0,2016-04-04,32.0,3,67.0,4,4,2016,1
large,750497,2303880,130.0,10.0,vacation,hourglass,romper,8,26.0,2015-01-09,34.0,4,62.0,1,9,2015,1
fit,14907,2273244,160.0,10.0,date,hourglass,jumpsuit,16,27.0,2017-07-11,36.0,3,68.0,7,11,2017,1
fit,947251,1523882,115.0,10.0,wedding,petite,sheath,1,28.0,2017-01-14,36.0,3,61.0,1,14,2017,1
fit,269712,2401751,125.0,8.0,everyday,full bust,top,8,32.0,2016-08-01,34.0,4,62.0,8,1,2016,0
small,846375,199231,145.0,6.0,wedding,full bust,dress,16,29.0,2015-08-03,34.0,4,71.0,8,3,2015,0
fit,985768,921642,150.0,8.0,other,athletic,dress,20,30.0,2017-05-03,36.0,4,70.0,5,3,2017,0
small,49790,174086,130.0,10.0,formal affair,pear,dress,4,29.0,2014-06-02,32.0,4,67.0,6,2,2014,1
fit,171772,136860,130.0,10.0,wedding,athletic,sheath,4,29.0,2014-10-18,32.0,3,69.0,10,18,2014,1
