fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
fit,353728,128959,185.0,10.0,wedding,hourglass,gown,25,50.0,2013-12-02,36.0,3,65.0,12,2,2013,1
large,340286,1436642,120.0,10.0,formal affair,athletic,dress,4,48.0,2017-05-09,36.0,1,62.0,5,9,2017,1
fit,792655,131533,,8.0,formal affair,petite,gown,8,57.0,2013-06-12,32.0,2,63.0,6,12,2013,0
fit,330229,1433766,131.0,10.0,party,petite,dress,16,37.0,2014-03-25,32.0,1,61.0,3,25,2014,1
large,931196,1968677,175.0,10.0,work,pear,dress,24,35.0,2016-02-22,,,66.0,2,22,2016,1
fit,121399,1416608,175.0,10.0,date,hourglass,dress,24,30.0,2017-02-15,38.0,4,70.0,2,15,2017,1
fit,416574,1516843,170.0,10.0,party,hourglass,dress,12,34.0,2015-12-06,36.0,3,64.0,12,6,2015,1
fit,622046,146684,120.0,10.0,formal affair,petite,gown,4,34.0,2013-12-11,34.0,2,65.0,12,11,2013,1
fit,661521,2829293,,10.0,wedding,apple,jumpsuit,24,31.0,2015-07-22,,,69.0,7,22,2015,1
fit,589968,301873,180.0,10.0,other,hourglass,sheath,24,30.0,2015-04-20,36.0,2,67.0,4,20,2015,1
large,863473,123793,138.0,8.0,formal affair,athletic,gown,4,28.0,2013-11-07,34.0,2,66.0,11,7,2013,0
fit,111815,2746761,130.0,8.0,everyday,hourglass,coat,8,35.0,2016-03-29,32.0,4,64.0,3,29,2016,0
small,350207,2899540,170.0,8.0,everyday,athletic,blouse,20,22.0,2017-11-10,36.0,4,72.0,11,10,2017,0
fit,240454,2771965,,10.0,vacation,athletic,romper,14,31.0,2016-08-01,34.0,3,64.0,8,1,2016,1
large,126304,730008,125.0,10.0,wedding,hourglass,dress,8,30.0,2015-05-10,34.0,4,64.0,5,10,2015,1
fit,152357,859889,135.0,10.0,party,athletic,dress,8,26.0,2017-04-24,34.0,2,67.0,4,24,2017,1
small,34055,1880626,140.0,8.0,formal affair,athletic,sheath,16,49.0,2015-10-26,38.0,3,64.0,10,26,2015,0
fit,127505,831463,118.0,10.0,party,full bust,dress,14,37.0,2017-06-25,32.0,4,67.0,6,25,2017,1
large,669288,1158451,115.0,10.0,work,petite,dress,1,32.0,2017-11-08,32.0,2,63.0,11,8,2017,1
fit,804286,1346952,145.0,8.0,date,hourglass,dress,12,28.0,2017-06-25,32.0,5,65.0,6,25,2017,0
fit,184119,174086,,8.0,date,petite,dress,12,30.0,2014-06-30,34.0,4,62.0,6,30,2014,0
large,819373,1834911,,8.0,other,,shift,8,29.0,2017-09-01,28.0,2,61.0,9,1,2017,0
fit,349878,139086,180.0,10.0,formal affair,full bust,gown,25,39.0,2013-02-11,34.0,4,71.0,2,11,2013,1
fit,80137,708549,125.0,10.0,party,straight & narrow,shift,8,34.0,2017-06-07,,,71.0,6,7,2017,1
large,917736,763288,125.0,8.0,wedding,straight & narrow,dress,4,32.0,2014-07-14,,,67.0,7,14,2014,0
fit,533065,134015,180.0,10.0,wedding,full bust,gown,28,33.0,2013-10-21,38.0,4,64.0,10,21,2013,1
fit,960357,145906,120.0,10.0,formal affair,hourglass,gown,12,32.0,2014-02-12,34.0,3,63.0,2,12,2014,1
fit,61928,1384766,135.0,10.0,party,pear,sheath,12,34.0,2016-09-20,34.0,3,64.0,9,20,2016,1
fit,204563,154002,,8.0,formal affair,full bust,gown,29,43.0,2015-02-09,36.0,4,66.0,2,9,2015,0
fit,666709,1977540,145.0,8.0,wedding,pear,dress,12,37.0,2017-10-25,32.0,3,63.0,10,25,2017,0
fit,147653,617766,112.0,8.0,party,petite,dress,1,32.0,2014-03-10,32.0,3,64.0,3,10,2014,0
fit,585892,2915685,115.0,8.0,work,straight & narrow,sweater,8,47.0,2017-01-31,,,63.0,1,31,2017,0
fit,500850,124204,130.0,10.0,party,hourglass,dress,8,53.0,2011-12-28,34.0,4,63.0,12,28,2011,1
fit,137241,466603,200.0,10.0,formal affair,full bust,gown,32,40.0,2015-03-02,38.0,4,67.0,3,2,2015,1
fit,989698,1213427,155.0,10.0,formal affair,pear,gown,8,23.0,2015-11-19,34.0,2,71.0,11,19,2015,1
small,933025,144714,,8.0,formal affair,hourglass,gown,2,24.0,2017-03-20,32.0,4,65.0,3,20,2017,0
fit,297053,1009546,122.0,10.0,formal affair,straight & narrow,dress,4,26.0,2017-06-09,32.0,4,64.0,6,9,2017,1
large,349187,1822358,131.0,8.0,everyday,athletic,dress,8,28.0,2017-10-31,34.0,3,63.0,10,31,2017,0
small,79878,1176605,135.0,8.0,wedding,pear,gown,12,29.0,2015-10-08,32.0,4,67.0,10,8,2015,0
fit,659771,963476,,8.0,formal affair,athletic,sheath,16,25.0,2014-05-13,34.0,3,67.0,5,13,2014,0
fit,776484,1085150,,10.0,work,full bust,dress,12,40.0,2017-06-26,36.0,3,63.0,6,26,2017,1
fit,636657,1108814,150.0,10.0,formal affair,hourglass,dress,20,41.0,2017-05-22,34.0,4,64.0,5,22,2017,1
fit,493881,616682,127.0,8.0,formal affair,pear,gown,4,28.0,2017-05-16,32.0,4,65.0,5,16,2017,0
fit,756053,135750,,10.0,formal affair,hourglass,shift,12,29.0,2013-03-05,36.0,4,66.0,3,5,2013,1
fit,181023,285225,145.0,10.0,wedding,athletic,dress,16,29.0,2015-07-01,34.0,2,67.0,7,1,2015,1
fit,933202,2045492,138.0,8.0,everyday,full bust,jacket,12,41.0,2017-06-22,34.0,4,68.0,6,22,2017,0
fit,895815,2400816,145.0,10.0,date,athletic,top,14,40.0,2017-10-30,34.0,3,70.0,10,30,2017,1
fit,481195,132135,150.0,10.0,wedding,athletic,gown,9,28.0,2015-08-18,34.0,2,69.0,8,18,2015,1
fit,141808,137585,143.0,10.0,wedding,athletic,sheath,16,32.0,2014-07-13,34.0,1,69.0,7,13,2014,1
fit,757303,859889,150.0,10.0,wedding,athletic,dress,16,28.0,2016-11-14,36.0,3,66.0,11,14,2016,1
fit,836122,1271853,125.0,8.0,party,athletic,shift,8,34.0,2016-03-23,34.0,2,63.0,3,23,2016,0
fit,871911,141761,135.0,6.0,wedding,athletic,dress,4,32.0,2014-10-01,32.0,3,69.0,10,1,2014,0
fit,311695,139792,160.0,10.0,formal affair,hourglass,gown,8,20.0,2014-05-13,34.0,2,65.0,5,13,2014,1
fit,695819,147594,118.0,10.0,formal affair,petite,shift,4,38.0,2014-09-23,32.0,4,63.0,9,23,2014,1
fit,984298,123793,160.0,10.0,wedding,full bust,gown,16,32.0,2013-06-05,,,64.0,6,5,2013,1
fit,854155,1294660,140.0,10.0,wedding,athletic,dress,8,30.0,2016-12-05,34.0,2,68.0,12,5,2016,1
fit,929397,2572171,,10.0,everyday,hourglass,top,20,51.0,2016-12-05,,,71.0,12,5,2016,1
small,933173,1136365,155.0,8.0,formal affair,hourglass,gown,21,42.0,2017-11-30,34.0,3,67.0,11,30,2017,0
fit,118195,1250367,186.0,8.0,wedding,full bust,dress,28,31.0,2016-06-23,38.0,4,65.0,6,23,2016,0
fit,996653,1872602,100.0,10.0,wedding,straight & narrow,dress,1,30.0,2016-06-14,34.0,1,64.0,6,14,2016,1
fit,161494,1607671,135.0,10.0,wedding,hourglass,dress,14,45.0,2014-11-13,34.0,3,64.0,11,13,2014,1
fit,995186,1604219,126.0,10.0,date,petite,sheath,8,44.0,2017-12-27,30.0,5,62.0,12,27,2017,1
fit,904958,208647,125.0,10.0,other,full bust,dress,8,48.0,2015-05-06,34.0,4,65.0,5,6,2015,1
fit,201974,1468203,116.0,10.0,date,petite,dress,4,28.0,2015-04-22,34.0,2,64.0,4,22,2015,1
fit,59971,1166477,115.0,10.0,vacation,petite,dress,4,29.0,2017-06-01,34.0,1,61.0,6,1,2017,1
fit,771023,802815,115.0,10.0,work,petite,sheath,4,35.0,2017-10-13,36.0,2,63.0,10,13,2017,1
fit,966845,1730006,175.0,10.0,party,full bust,dress,28,30.0,2016-07-29,38.0,4,64.0,7,29,2016,1
fit,426047,2163773,125.0,10.0,party,athletic,jumpsuit,4,41.0,2017-07-23,34.0,3,64.0,7,23,2017,1
fit,342092,397183,122.0,10.0,other,,dress,8,34.0,2016-05-17,,,61.0,5,17,2016,1
fit,819532,227818,,8.0,other,straight & narrow,sheath,16,52.0,2016-10-05,32.0,3,67.0,10,5,2016,0
fit,442636,1787191,130.0,10.0,party,hourglass,sheath,8,27.0,2017-08-26,32.0,5,62.0,8,26,2017,1
fit,245027,1207456,123.0,10.0,party,hourglass,dress,4,29.0,2016-09-18,,,64.0,9,18,2016,1
